Train_Station,Street_Name,Street_Type,Entrance_Type,LAT,LONG,Exit_Number
Wollongong,Railway Staiton,Sq,Ramp,-34.42679193,150.8878175,
Wollstonecraft,Milner,Cres,Path,-33.8315907,151.1925953,
Wollstonecraft,Shirley,Rd,Ramp,-33.83245952,151.1921823,
Wollstonecraft,Shirley,Rd,Path,-33.8326745,151.1917926,
Wollstonecraft,Milray,Ave,Path,-33.83146743,151.1915732,
Wombarra,Morrison,Ave,Stairs,-34.27545316,150.9536753,
Wombarra,Morrison,Ave,Stairs,-34.27530416,150.9535083,
Wondabyne,Wondabyne Wharf,,Ramp,-33.49202131,151.2571482,
Woodford,Railway,Pde,Stairs,-33.7357511,150.4821963,
Woodford,Great Western,Hwy,Ramp,-33.73546893,150.4818417,
Woodford,Great Western,Hwy,Ramp,-33.73526715,150.4808855,
Woolooware,Swan,St N,Stairs,-34.04741225,151.1437622,
Woolooware,Swan,St N,Lift,-34.04744884,151.1437013,
Woolooware,Swan,St,Stairs,-34.04769831,151.1436487,
Woolooware,Swan,St,Lift,-34.04765603,151.1435849,
Woonona,Park,Rd,Ramp,-34.34939351,150.9153897,
Woonona,Railway,Pde,Stairs,-34.34956158,150.91536,
Woonona,Park,Rd,Ramp,-34.34932926,150.9151104,
Woy Woy,Blackwall,Rd,Path,-33.48597397,151.324352,
Woy Woy,Railway,St,Ramp,-33.48527377,151.3237255,
Woy Woy,Railway,St,Lift,-33.48585711,151.3233847,
Woy Woy,Railway,St,Stairs,-33.48597825,151.3232156,
Wyee,Wyee,Rd,Ramp,-33.17984054,151.48724,
Wyee,Gorokan,Rd,Stairs,-33.180164,151.4868566,
Wynyard,Carrington,St,Stairs,-33.86553906,151.2063145,1
Wynyard,Carrington,St,Stairs,-33.86583394,151.2062822,1
Wynyard,Carrington,St,Path,-33.86572268,151.206269,1
Wynyard,Carrington,St,Lift,-33.86570502,151.2061027,1
Wynyard,York,St,Stairs,-33.86566282,151.2059726,3
Wynyard,York,St,Stairs,-33.86575654,151.2059633,3
Wynyard,York,St,Path,-33.86560119,151.2055201,3
Wynyard,Jamison,St,Path,-33.86445369,151.2053161,
Wynyard,Clarence,St,Lift,-33.86572968,151.2050799,4
Wynyard,Clarence,St,Path,-33.86564376,151.2050042,4
Wynyard,Clarence,St,Stairs,-33.86562889,151.2048,4
Wynyard,Napoleon,St,Path,-33.86524696,151.20397,
Wynyard,Napoleon,St,Lift,-33.86534132,151.203967,
Wyong,Howarth,St,Stairs,-33.28508373,151.4255992,
Wyong,Howarth,St,Lift,-33.2853325,151.4255494,
Wyong,Pacific,Hwy,Lift,-33.28524935,151.4252208,
Wyong,Pacific,Hwy,Stairs,-33.2853225,151.4251587,
Yagoona,Hume,Hwy,Path,-33.90733106,151.0246767,
Yennora,Railway,St,Stairs,-33.86488282,150.97104,
Yennora,Nelson,Rd,Stairs,-33.86462082,150.9709456,
Yennora,Railway,St,Stairs,-33.86498836,150.9708084,
Yennora,Railway,St,Ramp,-33.86502912,150.9707162,
Yerrinbool,Old Hume,Hwy,Path,-34.37159251,150.5434481,
Zig Zag,Bells,Rd,Stairs,-33.47184198,150.2021194,
